Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,label
0.510442,0.156422,0.303794,0.226021,0.373091,0.450195,0.345081,0.004062,0.08745,0.085207,0.004326,0.146109,0.089113,0.015184,0.071431,0.021367,0.003117,0.006444,0.162455,0.162344,0.080812,0.022925,0.012447,0.046209,0.004076,0.02474,0.020631,0.004306,0.014095,0.006103,0.004379,0.027798,0.245558,2
0.402056,0.120076,0.241845,0.181044,0.29617,0.357849,0.264119,0.0648,0.06498,0.003006,0.084905,0.006126,0.05346,0.004301,0.003613,0.058402,0.084934,0.03058,0.008399,0.007953,0.001725,0.01672,0.00395,0.00915,0.003028,0.002395,0.025514,0.109297,0.054106,0.009739,0.003646,0.002456,0.011919,4
0.678626,0.204562,0.297863,0.397881,0.01736,0.49274,0.454009,0.009852,0.008796,0.085501,0.030327,0.026239,0.005102,0.043112,0.086047,0.005998,0.012692,0.039316,0.021444,0.002182,0.002771,0.010403,0.042255,0.258837,0.127678,0.024576,0.005409,0.00939,0.004379,0.021592,0.004154,0.008937,0.048332,5
0.186069,0.237753,0.171158,0.226671,0.022507,0.033812,0.171427,0.156898,0.154057,0.044973,0.122728,0.053005,0.050783,0.011605,0.041333,0.251498,0.11432,0.044622,0.017471,0.011555,0.025541,0.026603,0.008566,0.007437,0.01771,0.050303,0.098228,0.086384,0.021688,0.010347,0.009936,0.015786,0.010614,4
0.190238,0.246636,0.176362,0.232599,0.286239,0.011818,0.240727,0.208218,0.20453,0.04349,0.191177,0.070229,0.098629,0.029098,0.033014,0.292896,0.198538,0.095893,0.03783,0.029147,0.033171,0.062296,0.023009,0.020613,0.017761,0.045441,0.142906,0.19109,0.07884,0.04342,0.023973,0.028737,0.022921,4
0.505268,0.152647,0.222062,0.297972,0.36593,0.44023,0.336033,0.002402,0.033878,0.065551,0.001696,0.184351,0.034646,0.027333,0.027957,0.005571,0.001534,0.008534,0.204443,0.09517,0.03101,0.004945,0.002485,0.016113,0.00174,0.031347,0.005061,0.008502,0.001994,0.002415,0.005816,0.056699,0.305297,2
0.397557,0.119126,0.238426,0.176442,0.291766,0.006071,0.251655,0.083971,0.076795,0.021151,0.143117,0.040304,0.135884,0.007702,0.016346,0.217438,0.13976,0.033233,0.02713,0.035978,0.010887,0.036674,0.00597,0.015624,0.010272,0.029571,0.168468,0.363173,0.130262,0.017371,0.013797,0.009569,0.038091,4
0.228952,0.295509,0.211106,0.285963,0.002459,0.347282,0.313414,0.033834,0.05808,0.065397,0.022177,0.145728,0.036275,0.082246,0.019705,0.006637,0.01804,0.103639,0.13647,0.063905,0.030802,0.017547,0.012375,0.006645,0.025375,0.010785,0.008855,0.010066,0.005945,0.015879,0.084025,0.180389,0.111566,2
0.282262,0.03655,0.166043,0.039236,0.253817,0.234116,0.229742,0.058071,0.100439,0.06702,0.047487,0.034446,0.094114,0.045571,0.023225,0.028369,0.008042,0.009643,0.021533,0.041886,0.07927,0.084626,0.031004,0.025068,0.013793,0.009294,0.008075,0.010082,0.007335,0.008357,0.007547,0.009139,0.009006,5
0.453839,0.435356,0.007102,0.099888,0.028116,0.406557,0.357334,0.089234,0.076509,0.056281,0.066109,0.077285,0.069156,0.074055,0.073494,0.03846,0.045734,0.091955,0.030061,0.017498,0.013927,0.027741,0.035852,0.101009,0.108511,0.047505,0.028813,0.040963,0.045249,0.072574,0.104306,0.082999,0.044198,3
0.379901,0.473518,0.006867,0.336549,0.553667,0.444422,0.529916,0.022597,0.01798,0.018715,0.01428,0.038723,0.017359,0.005673,0.016353,0.074259,0.010309,0.005232,0.034622,0.007798,0.011189,0.005901,0.003851,0.006434,0.024834,0.086641,0.075754,0.058699,0.014066,0.007434,0.010483,0.010135,0.01274,1
0.189984,0.247257,0.166745,0.231655,0.017308,0.276385,0.22623,0.151626,0.154952,0.090315,0.136034,0.081098,0.121325,0.037144,0.079612,0.239344,0.1341,0.085094,0.051251,0.043773,0.07126,0.067828,0.02926,0.03264,0.054324,0.074304,0.098306,0.106665,0.057041,0.035055,0.031285,0.030823,0.034643,4
0.396084,0.504271,0.353793,0.473403,0.001049,0.58417,0.563043,0.010466,0.008427,0.006665,0.031289,0.016129,0.041839,0.003754,0.004787,0.088962,0.029153,0.004214,0.003704,0.029261,0.004012,0.008585,0.002566,0.003413,0.005651,0.015463,0.117406,0.123503,0.041008,0.012576,0.006093,0.008841,0.008326,3
0.24884,0.320079,0.231169,0.309306,0.01196,0.455993,0.403427,0.039236,0.147451,0.131501,0.030636,0.140095,0.138081,0.032144,0.077125,0.059432,0.011072,0.023834,0.129354,0.211623,0.123132,0.060252,0.020587,0.022804,0.016707,0.014341,0.052828,0.014107,0.01012,0.013056,0.007512,0.031322,0.11474,2
0.648637,0.201808,0.006609,0.286881,0.377395,0.477228,0.444997,0.039245,0.031631,0.033218,0.025485,0.018607,0.010085,0.064274,0.028404,0.009183,0.035642,0.010706,0.007667,0.002372,0.005393,0.022068,0.068176,0.0663,0.038733,0.014314,0.007389,0.005477,0.008869,0.003613,0.005434,0.018498,0.015628,5
0.736982,0.234678,0.101343,0.007059,0.317776,0.42281,0.381948,0.044949,0.036746,0.05656,0.023916,0.056767,0.015557,0.013737,0.091343,0.069706,0.009428,0.025899,0.045397,0.025394,0.007839,0.006988,0.011775,0.041485,0.178124,0.113503,0.067294,0.043781,0.012205,0.011887,0.015029,0.019166,0.010615,1
0.24278,0.309237,0.220608,0.296608,0.362213,0.439088,0.334965,0.004074,0.041042,0.094906,0.002452,0.151877,0.038922,0.020556,0.010574,0.003267,0.001886,0.013787,0.162834,0.105098,0.035254,0.007877,0.004121,0.006479,0.003765,0.023017,0.002921,0.008282,0.002295,0.001027,0.003398,0.047748,0.151196,2
0.383856,0.495473,0.347696,0.472357,0.006849,0.580091,0.556489,0.019999,0.016814,0.016635,0.03348,0.051045,0.044428,0.005754,0.013013,0.202747,0.029906,0.004443,0.01197,0.038523,0.011473,0.008546,0.003733,0.006289,0.018059,0.06634,0.222607,0.184408,0.042586,0.01305,0.009204,0.0156,0.012531,1
0.401999,0.118513,0.238465,0.177959,0.295845,0.356958,0.263802,0.081036,0.081045,0.037114,0.182928,0.040912,0.195359,0.024784,0.023366,0.161142,0.181226,0.038762,0.03228,0.046136,0.013728,0.058854,0.017656,0.028138,0.019513,0.019745,0.106271,0.336854,0.184111,0.053257,0.025513,0.017131,0.035524,4
0.227549,0.293956,0.209307,0.276428,0.339882,0.00683,0.30166,0.028851,0.046343,0.058256,0.020282,0.137136,0.024113,0.050057,0.015181,0.007105,0.019849,0.110689,0.123236,0.060047,0.023312,0.012142,0.006559,0.010303,0.020407,0.005764,0.006563,0.005594,0.005444,0.013985,0.069212,0.104253,0.052383,0
0.304543,0.399154,0.006312,0.281807,0.366978,0.455227,0.425797,0.015231,0.01631,0.01138,0.038074,0.00632,0.009534,0.076349,0.008483,0.006676,0.032399,0.006377,0.003316,0.002498,0.007761,0.053495,0.077458,0.036771,0.011814,0.004852,0.003991,0.008215,0.00487,0.004223,0.011213,0.018198,0.006406,5
0.188923,0.248186,0.17705,0.017531,0.232921,0.297733,0.247089,0.320565,0.297039,0.151446,0.228809,0.130433,0.132037,0.070964,0.093544,0.284992,0.216015,0.109925,0.081539,0.074019,0.069003,0.090869,0.033461,0.040675,0.03868,0.057603,0.090536,0.158748,0.072408,0.04046,0.034279,0.048724,0.05775,4
0.470807,0.143203,0.280517,0.20895,0.410828,0.345776,0.312488,0.007566,0.007087,0.012103,0.005002,0.044093,0.007516,0.051807,0.011024,0.005794,0.003911,0.053033,0.0382,0.011667,0.004941,0.006225,0.006032,0.005454,0.01399,0.004149,0.006612,0.005575,0.004904,0.015557,0.079165,0.109464,0.04862,0
0.381326,0.117748,0.17177,0.232407,0.285067,0.006791,0.243701,0.146057,0.14047,0.057694,0.126104,0.088964,0.06764,0.015489,0.056598,0.289265,0.12223,0.057388,0.028334,0.028515,0.030797,0.041804,0.013694,0.018313,0.037238,0.08273,0.16346,0.156531,0.041743,0.020856,0.020574,0.026811,0.018028,4
0.232723,0.306486,0.216156,0.292223,0.360853,0.011766,0.320752,0.023793,0.078505,0.11622,0.015995,0.226375,0.063854,0.056615,0.026097,0.010917,0.011344,0.063268,0.22805,0.12783,0.055782,0.023596,0.015709,0.0094,0.021035,0.02635,0.008111,0.015437,0.008004,0.008045,0.024929,0.134956,0.204176,0
0.833569,0.250959,0.495026,0.012441,0.361851,0.607312,0.582314,0.009069,0.010334,0.0055,0.030621,0.006071,0.041356,0.0048,0.003251,0.026821,0.035853,0.005343,0.004124,0.027709,0.012655,0.008302,0.003327,0.004103,0.00395,0.005962,0.025829,0.153807,0.051546,0.020705,0.008931,0.009579,0.007608,3
0.2274,0.458155,0.139016,0.287417,0.007749,0.3579,0.318971,0.099607,0.125824,0.112522,0.058344,0.243972,0.059456,0.067014,0.075417,0.036789,0.041108,0.167082,0.25647,0.105478,0.04576,0.062977,0.039365,0.030743,0.084628,0.050325,0.027948,0.031795,0.015998,0.0313,0.085308,0.177982,0.142969,0
0.413639,0.530312,0.374762,0.011927,0.480401,0.498677,0.504447,0.012658,0.01051,0.008945,0.076966,0.02142,0.103684,0.012916,0.006317,0.055644,0.092973,0.018797,0.006041,0.00888,0.030316,0.011498,0.005912,0.004038,0.007642,0.016741,0.056155,0.165093,0.138503,0.057862,0.032426,0.024424,0.01264,1
0.681651,0.201756,0.402274,0.001945,0.296856,0.493744,0.46929,0.023241,0.023713,0.082213,0.067087,0.048109,0.015073,0.111165,0.107297,0.025969,0.035313,0.098958,0.015673,0.005308,0.011773,0.048201,0.108838,0.34624,0.160108,0.049261,0.024563,0.013507,0.006442,0.031703,0.007191,0.016967,0.037052,5
0.451077,0.14059,0.26451,0.198242,0.01153,0.325608,0.28007,0.017542,0.017635,0.011394,0.021137,0.022837,0.022051,0.024947,0.00451,0.007365,0.021791,0.064755,0.020131,0.009507,0.007308,0.014217,0.005059,0.018575,0.006034,0.006876,0.00538,0.007809,0.022227,0.083235,0.08516,0.048034,0.010666,0
0.49742,0.152399,0.298654,0.221227,0.006223,0.01709,0.269409,0.015364,0.028897,0.03781,0.008572,0.112425,0.022425,0.029548,0.024651,0.01013,0.005164,0.017512,0.12634,0.057083,0.020339,0.011063,0.007284,0.02073,0.007973,0.020954,0.009103,0.00985,0.005634,0.004858,0.011604,0.060514,0.199502,0
0.515791,0.155387,0.230506,0.307865,0.377432,0.00135,0.347004,0.005352,0.028145,0.02998,0.002109,0.038427,0.028299,0.003427,0.042838,0.02004,0.001794,0.003502,0.037226,0.077928,0.025412,0.008111,0.004452,0.009583,0.002801,0.004922,0.020313,0.003294,0.005397,0.003196,0.002217,0.005091,0.044194,2
0.322725,0.412229,0.293004,0.391673,0.001016,0.483202,0.456787,0.01633,0.018004,0.143857,0.134624,0.05915,0.011596,0.209049,0.141284,0.01234,0.054153,0.017835,0.029927,0.003754,0.009484,0.068812,0.220997,0.329208,0.212328,0.060708,0.012386,0.024411,0.015873,0.013443,0.006837,0.044529,0.067048,5
0.505838,0.153033,0.222036,0.297424,0.006457,0.444158,0.392812,0.016304,0.067163,0.106239,0.004966,0.218183,0.060862,0.034343,0.036875,0.014031,0.003304,0.017517,0.238184,0.141454,0.055006,0.0108,0.006214,0.014086,0.005651,0.045346,0.01274,0.007845,0.003867,0.003384,0.010704,0.075463,0.309452,0
0.148723,0.192141,0.139118,0.187559,0.005196,0.277653,0.224823,0.197943,0.089517,0.173269,0.127106,0.06744,0.069773,0.333796,0.170784,0.083602,0.033661,0.034904,0.049081,0.013067,0.013845,0.078897,0.146284,0.145509,0.054777,0.014738,0.013563,0.012321,0.008658,0.011009,0.059681,0.134533,0.102115,4
0.039837,0.048483,0.165941,0.072347,0.237699,0.325231,0.30084,0.134299,0.123669,0.075266,0.06548,0.072942,0.104007,0.043983,0.038645,0.06751,0.025923,0.018993,0.029814,0.055209,0.074655,0.06086,0.024973,0.023035,0.018728,0.014247,0.018929,0.03487,0.017412,0.014697,0.012924,0.016385,0.018462,5
0.542974,0.164733,0.319712,0.00605,0.232559,0.395036,0.358403,0.011283,0.070268,0.038511,0.004565,0.012427,0.090373,0.005631,0.074785,0.008597,0.001662,0.002752,0.010389,0.131932,0.081792,0.037678,0.004131,0.00477,0.020609,0.00204,0.007442,0.009711,0.002097,0.009663,0.004601,0.004126,0.009612,2
0.267811,0.364833,0.264089,0.232446,0.33453,0.039455,0.262769,0.007094,0.039678,0.020619,0.01696,0.0167,0.062776,0.020164,0.014793,0.038531,0.008646,0.004714,0.014884,0.035905,0.066127,0.068447,0.017625,0.009069,0.006306,0.007088,0.010239,0.009987,0.011068,0.014547,0.005868,0.007221,0.01336,2
0.321646,0.398909,0.006452,0.379728,0.270633,0.465958,0.433028,0.061123,0.049779,0.076498,0.082788,0.036706,0.027944,0.157876,0.063123,0.01304,0.071636,0.018014,0.007219,0.004992,0.022476,0.121152,0.163767,0.129522,0.09248,0.028682,0.01046,0.01246,0.017502,0.008134,0.020997,0.023902,0.013252,5
0.229312,0.296244,0.017603,0.034168,0.205513,0.277916,0.236656,0.068916,0.075339,0.074839,0.033433,0.128852,0.044468,0.055709,0.026557,0.020117,0.016794,0.064806,0.1024,0.050501,0.02345,0.017047,0.013131,0.01248,0.020679,0.009727,0.009099,0.008615,0.006065,0.011623,0.039591,0.089774,0.064217,2
0.252834,0.332554,0.237776,0.318587,0.388498,0.470765,0.364672,0.007144,0.060638,0.048436,0.005449,0.019458,0.065829,0.006486,0.03497,0.014034,0.003236,0.004806,0.016861,0.104305,0.058611,0.02438,0.005169,0.005363,0.016889,0.003885,0.013901,0.020202,0.003699,0.005975,0.005949,0.005443,0.007995,2
0.26365,0.351813,0.150138,0.329512,0.237649,0.012031,0.259841,0.019466,0.071639,0.047645,0.017955,0.034374,0.074448,0.019034,0.01363,0.018055,0.008618,0.013665,0.028864,0.055854,0.069751,0.045086,0.013383,0.013132,0.011498,0.010578,0.009329,0.016654,0.008407,0.009912,0.010859,0.014221,0.01922,0
0.535432,0.164515,0.319853,0.011639,0.23211,0.476864,0.423232,0.022122,0.05099,0.030433,0.010837,0.01675,0.061975,0.007786,0.065893,0.014998,0.003514,0.004181,0.011528,0.111854,0.055975,0.022993,0.006022,0.005517,0.025216,0.004164,0.010266,0.012566,0.003582,0.004564,0.003458,0.004544,0.009462,2
0.21034,0.108045,0.117001,0.006342,0.027441,0.174953,0.119507,0.160558,0.114293,0.076252,0.098882,0.118026,0.091924,0.042649,0.046808,0.119152,0.074774,0.069742,0.05751,0.037288,0.023963,0.032259,0.014033,0.017701,0.026754,0.030244,0.055158,0.091805,0.059163,0.0319,0.026402,0.037375,0.032239,4
0.809412,0.246107,0.473547,0.352994,0.007038,0.579752,0.555206,0.018224,0.016095,0.009883,0.01683,0.01484,0.021855,0.004565,0.006312,0.159869,0.014693,0.004141,0.006226,0.10233,0.004903,0.008256,0.002361,0.003958,0.007854,0.018714,0.189377,0.126073,0.020648,0.008149,0.006088,0.008217,0.008081,3
0.69555,0.211628,0.00142,0.407761,0.297467,0.016691,0.397514,0.02221,0.014953,0.074332,0.02413,0.04827,0.009208,0.030527,0.103438,0.015588,0.009772,0.106135,0.012327,0.004712,0.006042,0.009727,0.027779,0.234772,0.154517,0.048928,0.014335,0.008623,0.011101,0.018312,0.012886,0.009374,0.024371,5
0.509609,0.154305,0.302634,0.225358,0.370908,0.448613,0.343656,0.011062,0.030422,0.035735,0.003806,0.117985,0.028506,0.017267,0.054973,0.007356,0.002245,0.006382,0.125332,0.08876,0.024236,0.006157,0.005436,0.028079,0.003579,0.017101,0.006399,0.004823,0.005813,0.004642,0.007389,0.033995,0.237079,2
0.380892,0.492531,0.006263,0.022298,0.339471,0.584232,0.570452,0.054796,0.02802,0.031902,0.052593,0.062705,0.056756,0.011508,0.02396,0.132348,0.039327,0.011193,0.022964,0.020378,0.014221,0.008336,0.006687,0.013157,0.035695,0.084332,0.140524,0.111938,0.057079,0.034044,0.018491,0.018344,0.013787,1
0.865005,0.262181,0.507169,0.37918,0.006602,0.016872,0.508045,0.009305,0.007101,0.005231,0.03435,0.005186,0.045507,0.004984,0.004221,0.01029,0.063671,0.010139,0.003549,0.005466,0.044693,0.007575,0.005143,0.004917,0.004969,0.004284,0.009479,0.044722,0.095287,0.046311,0.0167,0.008507,0.007331,1
0.208157,0.260471,0.077514,0.187686,0.011945,0.104639,0.109501,0.088732,0.109538,0.050734,0.088758,0.059994,0.095833,0.043924,0.023693,0.048622,0.1022,0.066861,0.043123,0.029005,0.037417,0.034679,0.027022,0.01689,0.023957,0.017214,0.016093,0.060083,0.071317,0.057481,0.030048,0.02653,0.024201,0
0.211318,0.282243,0.193836,0.265286,0.016682,0.325018,0.277502,0.060901,0.067601,0.034968,0.047303,0.072838,0.024155,0.026749,0.008233,0.021936,0.051589,0.097018,0.063062,0.030662,0.015641,0.019398,0.011649,0.017,0.011209,0.009122,0.007713,0.013812,0.01804,0.051089,0.051803,0.035903,0.020013,4
0.41317,0.013028,0.060982,0.241765,0.178218,0.298172,0.254551,0.100035,0.077988,0.034606,0.177013,0.069129,0.209383,0.030362,0.022746,0.161871,0.181259,0.056349,0.041266,0.045379,0.018257,0.047855,0.020813,0.035782,0.029627,0.044644,0.133142,0.319452,0.205954,0.107414,0.049245,0.025154,0.045179,4
0.269477,0.345765,0.247138,0.413715,0.32359,0.492339,0.382589,0.004481,0.102118,0.029113,0.010764,0.005024,0.136136,0.011867,0.009003,0.010429,0.00597,0.002594,0.004235,0.038717,0.129136,0.089374,0.010904,0.005792,0.003174,0.004164,0.002654,0.024689,0.007995,0.003451,0.006434,0.005821,0.005698,2
0.738253,0.224779,0.012112,0.324629,0.425286,0.082245,0.390782,0.040632,0.036642,0.050802,0.02284,0.067884,0.022613,0.010187,0.076885,0.053308,0.011429,0.017884,0.04893,0.016505,0.008829,0.012624,0.007742,0.025659,0.134035,0.1148,0.051284,0.020356,0.013826,0.014065,0.009553,0.02109,0.01396,1
0.059163,0.082464,0.072136,0.055324,0.146344,0.104063,0.076495,0.167124,0.139895,0.102077,0.067864,0.069759,0.072023,0.058695,0.035016,0.029613,0.019519,0.015066,0.02432,0.02923,0.015791,0.014256,0.007417,0.008543,0.009111,0.010246,0.009349,0.011912,0.007375,0.008875,0.009033,0.014922,0.019684,0
0.186766,0.239562,0.171515,0.231413,0.285616,0.007056,0.243495,0.127353,0.124071,0.017379,0.099934,0.019192,0.029839,0.004886,0.016787,0.169369,0.095687,0.034914,0.008974,0.007551,0.014723,0.018181,0.005147,0.004392,0.004402,0.018622,0.054563,0.055578,0.015926,0.006305,0.005229,0.011708,0.009891,4
0.321471,0.401633,0.291984,0.391087,0.007051,0.477366,0.448345,0.020742,0.01993,0.04942,0.055523,0.015077,0.010407,0.084954,0.043716,0.006904,0.02525,0.011339,0.01154,0.003382,0.006967,0.03307,0.092569,0.121148,0.063878,0.011599,0.007807,0.00938,0.010586,0.00806,0.013731,0.028697,0.022868,5
0.737289,0.225787,0.007275,0.326032,0.426322,0.644662,0.598236,0.056242,0.041729,0.058448,0.02165,0.089279,0.015892,0.012004,0.12029,0.092857,0.012007,0.026271,0.072058,0.017961,0.009059,0.007121,0.009499,0.037355,0.199004,0.181677,0.093344,0.042691,0.013426,0.008157,0.010131,0.030684,0.015051,1
0.797661,0.245767,0.468866,0.351363,0.012035,0.580116,0.550006,0.010161,0.008723,0.006261,0.017083,0.017867,0.021886,0.002932,0.003405,0.113481,0.015454,0.002969,0.005446,0.043024,0.003893,0.004031,0.001993,0.00317,0.004573,0.021595,0.126941,0.079649,0.021966,0.007829,0.004836,0.006157,0.006079,1
0.40103,0.120123,0.238834,0.177475,0.292365,0.356921,0.261871,0.140565,0.140816,0.006442,0.193017,0.015304,0.127964,0.008123,0.006108,0.16141,0.192388,0.067062,0.017103,0.027859,0.004182,0.044132,0.007281,0.011239,0.005578,0.0078,0.084453,0.274462,0.128577,0.025774,0.009284,0.005363,0.02344,4
0.378446,0.472047,0.007488,0.336001,0.452345,0.438912,0.456075,0.07228,0.057258,0.060273,0.069235,0.107966,0.076788,0.031254,0.047895,0.158331,0.046809,0.023586,0.064802,0.04095,0.029918,0.019499,0.016416,0.025327,0.069101,0.176369,0.166548,0.125744,0.063154,0.045284,0.030106,0.026537,0.02462,1
0.869083,0.261944,0.384889,0.001652,0.501359,0.087791,0.484001,0.011835,0.008458,0.004466,0.023989,0.009431,0.03183,0.00922,0.003327,0.010629,0.066519,0.011394,0.00556,0.006617,0.061453,0.009573,0.013292,0.004731,0.003614,0.005762,0.010276,0.036387,0.110041,0.037636,0.018583,0.015496,0.012019,1
0.564238,0.1664,0.007153,0.248687,0.327894,0.411527,0.377531,0.026419,0.056276,0.029953,0.014197,0.01695,0.120423,0.014306,0.02866,0.040411,0.011391,0.005733,0.013456,0.046324,0.121212,0.039822,0.012239,0.013076,0.01066,0.011704,0.005332,0.016441,0.014191,0.007275,0.010097,0.008358,0.010721,0
0.527628,0.156711,0.232623,0.309726,0.382085,0.461101,0.35509,0.007101,0.079594,0.068107,0.006162,0.057826,0.088532,0.009418,0.123166,0.049239,0.003286,0.006807,0.057665,0.224469,0.080788,0.028376,0.012269,0.012061,0.011613,0.008995,0.054971,0.014372,0.012365,0.007774,0.004725,0.011036,0.051069,2
