Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,label
0.169356,0.242533,0.182842,0.225651,0.276408,0.331659,0.226596,0.232879,0.227381,0.148532,0.255635,0.102737,0.058528,0.014548,0.149969,0.380158,0.207914,0.071701,0.030251,0.012749,0.052013,0.024371,0.016453,0.006897,0.03462,0.144678,0.167417,0.102756,0.019958,0.008022,0.025461,0.021176,0.009373,4
0.32558,0.101592,0.165136,0.203955,0.299638,0.249499,0.199043,0.07053,0.033296,0.392168,0.059868,0.112474,0.014289,0.092339,0.487405,0.088185,0.043552,0.063901,0.045899,0.089573,0.027976,0.019445,0.03665,0.287115,0.285701,0.085804,0.024297,0.014464,0.033618,0.015387,0.01322,0.011287,0.063078,4
0.362549,0.49741,0.056783,0.170563,0.281385,0.336727,0.232428,0.055106,0.048802,0.089501,0.062532,0.149705,0.035247,0.009134,0.084645,0.244504,0.048581,0.0286,0.044243,0.024199,0.032434,0.01509,0.019992,0.017624,0.064087,0.203644,0.255814,0.12764,0.019795,0.017664,0.015313,0.031659,0.013771,2
0.216989,0.294038,0.225358,0.275802,0.001893,0.017487,0.231549,0.037946,0.042795,0.052458,0.040923,0.090983,0.018015,0.04573,0.018199,0.00805,0.031296,0.1283,0.090037,0.043629,0.013775,0.01565,0.009122,0.010784,0.016239,0.006059,0.008202,0.008442,0.010338,0.033526,0.098098,0.06572,0.02206,0
0.549698,0.18023,0.278209,0.336884,0.001829,0.416842,0.368102,0.014421,0.048662,0.020455,0.020575,0.008999,0.113391,0.02004,0.010739,0.060273,0.015108,0.005076,0.008159,0.023599,0.124692,0.060396,0.017098,0.006727,0.00784,0.015217,0.004817,0.01068,0.01682,0.007719,0.012262,0.010855,0.007943,5
0.218208,0.301527,0.22849,0.276873,0.341495,0.011766,0.282696,0.024466,0.030395,0.076114,0.023034,0.144812,0.012982,0.08102,0.039457,0.005741,0.017451,0.186449,0.142501,0.067941,0.01399,0.017998,0.009429,0.016219,0.03861,0.006575,0.010086,0.008372,0.007575,0.026932,0.14385,0.121369,0.036457,3
0.203676,0.290489,0.008011,0.198866,0.254621,0.314098,0.258952,0.061502,0.064437,0.056894,0.06449,0.058065,0.028937,0.035565,0.017063,0.021773,0.056743,0.085605,0.051312,0.033534,0.016914,0.009321,0.012854,0.014327,0.010293,0.005929,0.007811,0.017706,0.028104,0.051782,0.057802,0.036203,0.014036,0
0.34315,0.10943,0.174492,0.211748,0.315082,0.264363,0.212171,0.038935,0.032687,0.248737,0.037649,0.188462,0.016384,0.014177,0.322777,0.120241,0.028178,0.018194,0.012039,0.066706,0.014091,0.022468,0.007109,0.028849,0.257286,0.221791,0.072598,0.016881,0.005512,0.029194,0.01285,0.012941,0.004121,4
0.206152,0.289092,0.218141,0.266083,0.33005,0.395756,0.282178,0.040374,0.042982,0.022235,0.058704,0.092715,0.017418,0.041897,0.006454,0.003895,0.05222,0.237367,0.091037,0.020203,0.009972,0.024227,0.005561,0.049744,0.005642,0.012747,0.004302,0.004218,0.020293,0.17618,0.189471,0.054443,0.008943,2
0.256131,0.362192,0.007674,0.238112,0.3299,0.41136,0.359761,0.063374,0.095821,0.08783,0.054512,0.045766,0.084759,0.047091,0.03903,0.027929,0.014202,0.017604,0.034633,0.081657,0.084077,0.059369,0.036152,0.030923,0.021229,0.014311,0.014791,0.022673,0.012903,0.012278,0.016712,0.014748,0.016261,5
0.224253,0.306696,0.235539,0.285661,0.351938,0.422511,0.304948,0.010047,0.045356,0.159817,0.010671,0.198856,0.034771,0.080412,0.040718,0.003551,0.007423,0.088333,0.21348,0.151029,0.034502,0.015301,0.016486,0.007035,0.046159,0.023887,0.010064,0.011102,0.005643,0.017239,0.05558,0.141876,0.087324,0
0.277133,0.025901,0.188855,0.352547,0.255837,0.5201,0.450568,0.046987,0.059884,0.037516,0.058542,0.01577,0.032007,0.048778,0.012992,0.014592,0.006067,0.004878,0.006331,0.011338,0.02789,0.064079,0.042436,0.020217,0.009907,0.005956,0.007108,0.005461,0.004872,0.00744,0.006316,0.006565,0.004867,5
0.328099,0.10936,0.223917,0.155066,0.298509,0.255106,0.197276,0.027542,0.022112,0.176792,0.036322,0.066885,0.0079,0.029401,0.210306,0.048594,0.021298,0.03224,0.011833,0.023235,0.008321,0.009606,0.019192,0.128709,0.167522,0.070775,0.019932,0.011438,0.009035,0.012442,0.007384,0.007004,0.015236,4
0.396009,0.125318,0.266363,0.18166,0.000782,0.29887,0.246713,0.051571,0.050489,0.006653,0.130122,0.011325,0.066653,0.010852,0.004257,0.036502,0.112316,0.036061,0.011806,0.014952,0.00356,0.022207,0.009408,0.010143,0.004787,0.004071,0.02257,0.142572,0.08417,0.03143,0.007553,0.00642,0.007076,2
0.181488,0.252589,0.189401,0.232283,0.286964,0.346247,0.237598,0.083093,0.083451,0.012423,0.11112,0.016594,0.029084,0.00674,0.010421,0.135618,0.090636,0.032495,0.010144,0.014654,0.011088,0.0247,0.011102,0.007404,0.004522,0.017409,0.105009,0.116744,0.026334,0.008646,0.005657,0.016181,0.010066,2
0.184314,0.388626,0.12849,0.236849,0.293006,0.352582,0.243507,0.185541,0.181737,0.033279,0.280623,0.051573,0.096288,0.034734,0.024227,0.239673,0.24407,0.109477,0.078997,0.073852,0.021998,0.173616,0.029325,0.046173,0.007785,0.021771,0.135754,0.216982,0.096518,0.040495,0.019371,0.015378,0.071361,4
0.343867,0.462341,0.054564,0.159505,0.260952,0.313898,0.209462,0.015558,0.012991,0.113542,0.015044,0.09815,0.007189,0.008047,0.156328,0.055404,0.011444,0.014195,0.005849,0.018374,0.006365,0.007836,0.004635,0.015486,0.134191,0.113312,0.043452,0.010942,0.003682,0.013858,0.004838,0.004034,0.00353,2
0.274294,0.386251,0.285649,0.346935,0.006559,0.422775,0.372448,0.019059,0.118995,0.065263,0.118744,0.016047,0.112905,0.124031,0.023728,0.0373,0.016678,0.009691,0.012239,0.044892,0.123258,0.227098,0.113786,0.034691,0.022863,0.011924,0.012606,0.0099,0.015795,0.035309,0.014473,0.01487,0.01009,1
0.637312,0.207696,0.428721,0.292766,0.578439,0.482356,0.44121,0.005801,0.005274,0.033637,0.032494,0.005497,0.003398,0.103371,0.032381,0.002417,0.057613,0.005086,0.01115,0.002221,0.003054,0.00767,0.119503,0.125042,0.034202,0.006063,0.002962,0.008099,0.018162,0.005421,0.003908,0.024706,0.017924,3
0.186702,0.258267,0.200058,0.24315,0.299048,0.006216,0.243475,0.165676,0.162733,0.024523,0.247931,0.030162,0.065736,0.030884,0.014043,0.091419,0.223407,0.114243,0.0301,0.020262,0.007758,0.034748,0.027126,0.016109,0.008855,0.007007,0.042427,0.148704,0.083354,0.040941,0.012147,0.009683,0.011196,2
0.381502,0.122409,0.193065,0.236849,0.351625,0.292222,0.243678,0.069593,0.068716,0.011937,0.105817,0.012446,0.031635,0.007296,0.011362,0.100759,0.089906,0.033505,0.012024,0.013167,0.006194,0.023981,0.007457,0.005807,0.002838,0.008753,0.067548,0.112943,0.03518,0.007167,0.006949,0.006984,0.009916,4
0.235436,0.326005,0.247161,0.298812,0.372522,0.448614,0.327693,0.006822,0.050819,0.132617,0.005637,0.114024,0.041335,0.014605,0.026098,0.007142,0.003364,0.014368,0.134827,0.145448,0.04003,0.008936,0.006326,0.014159,0.002671,0.017712,0.00867,0.005943,0.004818,0.003159,0.004388,0.021572,0.077459,1
0.270865,0.373704,0.001331,0.254757,0.340906,0.427015,0.380018,0.01285,0.04241,0.016376,0.021788,0.006167,0.060741,0.022673,0.007386,0.033371,0.008646,0.003896,0.005249,0.016463,0.066007,0.062719,0.021037,0.006968,0.006233,0.004684,0.005924,0.006125,0.010856,0.008699,0.006617,0.009867,0.007096,5
0.222118,0.064033,0.164493,0.050612,0.10931,0.227975,0.139711,0.036331,0.058367,0.059583,0.044739,0.057836,0.044561,0.030841,0.035423,0.025627,0.017592,0.025289,0.037331,0.048533,0.024353,0.021255,0.018924,0.015329,0.013321,0.014008,0.017747,0.020495,0.013121,0.012475,0.014815,0.020831,0.022992,1
0.199066,0.276657,0.207176,0.253992,0.034203,0.309344,0.234542,0.049609,0.05099,0.008133,0.083993,0.025141,0.030443,0.014657,0.004646,0.010177,0.077426,0.06907,0.02456,0.007912,0.005652,0.004362,0.012085,0.006821,0.004667,0.003419,0.005306,0.019034,0.039322,0.048629,0.021461,0.006277,0.004822,0
0.366586,0.121035,0.187177,0.226556,0.280696,0.335736,0.228324,0.045949,0.044757,0.02086,0.061057,0.039519,0.026951,0.004923,0.022426,0.1216,0.050439,0.019542,0.013731,0.008288,0.018503,0.012998,0.011587,0.003515,0.009406,0.054205,0.099888,0.076464,0.01706,0.007802,0.009034,0.016533,0.004667,4
0.166007,0.171771,0.073173,0.039505,0.092593,0.103906,0.002681,0.124356,0.1373,0.130992,0.155353,0.123059,0.118341,0.127931,0.088947,0.07935,0.07649,0.082042,0.072309,0.062719,0.067044,0.071717,0.06825,0.06941,0.048158,0.052975,0.046374,0.06733,0.054327,0.051412,0.076192,0.062819,0.049024,3
0.415641,0.421907,0.066628,0.258392,0.379693,0.444325,0.347495,0.02635,0.026008,0.003977,0.118525,0.013978,0.076391,0.031014,0.003363,0.006707,0.132721,0.060566,0.013167,0.009821,0.018086,0.003974,0.034518,0.013617,0.008792,0.009371,0.004227,0.036051,0.125975,0.15463,0.061114,0.012263,0.012803,2
0.14713,0.206877,0.157444,0.193113,0.238637,0.287042,0.187063,0.117209,0.051484,0.215651,0.087677,0.085968,0.028478,0.25345,0.218218,0.083565,0.04469,0.030767,0.073969,0.032537,0.015296,0.025627,0.099737,0.12486,0.057757,0.022106,0.015788,0.033565,0.011083,0.01404,0.036011,0.103636,0.1071,4
0.003736,0.182544,0.018294,0.16527,0.244316,0.325701,0.294574,0.044467,0.063349,0.059775,0.039598,0.018083,0.052602,0.034376,0.024588,0.016963,0.017494,0.007383,0.010927,0.043963,0.058409,0.048283,0.028301,0.013515,0.012598,0.018261,0.008463,0.026328,0.018218,0.013218,0.015979,0.0118,0.008203,5
0.347393,0.112207,0.236112,0.160474,0.318605,0.266082,0.214421,0.019874,0.018338,0.044569,0.020332,0.046837,0.008704,0.005169,0.057713,0.045255,0.015761,0.008158,0.009507,0.012773,0.007074,0.006093,0.004923,0.006838,0.044489,0.058842,0.031668,0.010138,0.00462,0.006877,0.007237,0.005857,0.00302,2
0.597786,0.194283,0.301872,0.354192,0.36233,0.454798,0.307156,0.004511,0.007359,0.00582,0.04849,0.004219,0.009671,0.073888,0.006007,0.020406,0.0231,0.019112,0.003991,0.004903,0.009164,0.10493,0.069287,0.024817,0.004882,0.004287,0.012339,0.013146,0.004903,0.014824,0.033925,0.009395,0.006248,3
0.185605,0.258955,0.195974,0.24204,0.297456,0.357448,0.24902,0.194296,0.194226,0.022197,0.341403,0.029579,0.111191,0.026522,0.018197,0.134602,0.29727,0.12848,0.036823,0.02851,0.007243,0.096241,0.022886,0.027243,0.00671,0.008676,0.056185,0.242661,0.139845,0.047904,0.014468,0.006947,0.024977,2
0.651738,0.210331,0.436203,0.297893,0.491464,0.589866,0.451164,0.001747,0.002165,0.054841,0.022811,0.007776,0.00244,0.036342,0.055573,0.002264,0.011448,0.020982,0.016336,0.001995,0.002236,0.004626,0.035231,0.154641,0.057648,0.009223,0.00316,0.006874,0.002805,0.021828,0.00359,0.005252,0.024693,3
0.424373,0.137865,0.285313,0.194733,0.012449,0.390087,0.317565,0.038819,0.042136,0.03478,0.078791,0.056752,0.046266,0.056665,0.012653,0.01169,0.077462,0.163202,0.051684,0.026302,0.019415,0.016687,0.017485,0.028238,0.01029,0.012231,0.010779,0.02696,0.066621,0.20779,0.186264,0.0626,0.016148,0
0.142304,0.197102,0.151388,0.18379,0.227831,0.275314,0.175947,0.127736,0.032624,0.163136,0.09993,0.022927,0.025828,0.303075,0.157313,0.047281,0.024992,0.034549,0.020735,0.013725,0.004484,0.051682,0.115111,0.065258,0.009099,0.004399,0.019817,0.007183,0.003702,0.009252,0.062373,0.074068,0.027737,4
0.161932,0.222846,0.170604,0.209593,0.255837,0.309721,0.20588,0.031994,0.025982,0.095773,0.026689,0.036505,0.007846,0.01695,0.124354,0.05204,0.021324,0.0118,0.0054,0.028837,0.007726,0.007523,0.006796,0.019057,0.062775,0.038943,0.0119,0.0069,0.006993,0.012721,0.00832,0.007017,0.006403,0
0.548306,0.161634,0.007334,0.034116,0.087092,0.245247,0.180646,0.077493,0.083612,0.08335,0.059155,0.043441,0.0981,0.052635,0.03534,0.049186,0.025463,0.023889,0.021401,0.049467,0.090054,0.051249,0.030046,0.027036,0.021255,0.020614,0.011031,0.019465,0.024206,0.020207,0.021915,0.01536,0.009423,1
0.162835,0.222357,0.170003,0.208866,0.255035,0.308893,0.204773,0.146135,0.111373,0.338935,0.120282,0.113044,0.017703,0.063977,0.441908,0.219744,0.102031,0.053754,0.017909,0.086173,0.02264,0.021929,0.015449,0.077961,0.197477,0.116766,0.043821,0.019214,0.02323,0.026153,0.023232,0.011136,0.018039,0
0.352295,0.112389,0.241357,0.16175,0.271131,0.00681,0.213247,0.036566,0.033571,0.051736,0.036233,0.071882,0.016245,0.005562,0.058933,0.099447,0.028406,0.015238,0.024965,0.008979,0.013779,0.007337,0.006529,0.004571,0.030338,0.108657,0.077878,0.02454,0.008206,0.004538,0.01721,0.004705,0.004794,2
0.25573,0.352272,0.266825,0.325367,0.006335,0.400523,0.348756,0.005536,0.050699,0.034381,0.004571,0.00554,0.06034,0.005958,0.024022,0.004997,0.003145,0.002616,0.005642,0.06664,0.059972,0.030417,0.005393,0.006029,0.00776,0.002774,0.003698,0.027458,0.004342,0.0072,0.005338,0.007021,0.005727,3
0.345799,0.110972,0.235161,0.160347,0.260563,0.315152,0.209862,0.046132,0.036842,0.146309,0.04329,0.130859,0.017519,0.019978,0.183015,0.107241,0.030509,0.019687,0.015988,0.024337,0.013683,0.011508,0.009907,0.023373,0.146107,0.157717,0.079,0.025496,0.006848,0.01635,0.009388,0.010442,0.00551,4
0.310348,0.423751,0.320641,0.012181,0.380482,0.481691,0.427682,0.027425,0.033517,0.131931,0.127929,0.031545,0.01361,0.181307,0.114726,0.00955,0.046138,0.01959,0.018465,0.006043,0.008777,0.038625,0.195384,0.240567,0.118021,0.030048,0.011369,0.013165,0.018767,0.010478,0.011162,0.035122,0.02729,3
0.363511,0.122655,0.248769,0.167119,0.336644,0.281586,0.229943,0.064182,0.061944,0.041087,0.076059,0.114178,0.033462,0.006373,0.042245,0.224576,0.062054,0.032163,0.02103,0.008862,0.033023,0.013769,0.012252,0.009786,0.028557,0.149489,0.222238,0.120202,0.01425,0.01238,0.007996,0.016946,0.006081,4
0.279112,0.379349,0.290838,0.017395,0.033637,0.346799,0.301828,0.014513,0.033417,0.015446,0.070153,0.005609,0.028894,0.072136,0.006035,0.019678,0.006625,0.005789,0.00286,0.00468,0.027566,0.102174,0.0643,0.020967,0.004076,0.003137,0.0054,0.003828,0.004552,0.014456,0.008569,0.004845,0.003474,3
0.586735,0.186308,0.296068,0.364269,0.001316,0.016735,0.331408,0.01523,0.05404,0.033708,0.114758,0.0083,0.052706,0.158417,0.018909,0.058266,0.0372,0.022069,0.004114,0.010968,0.04989,0.350341,0.148179,0.054901,0.017899,0.006668,0.006437,0.030569,0.005229,0.040969,0.038222,0.008788,0.006358,1
0.253789,0.34157,0.019046,0.237602,0.218028,0.050096,0.185812,0.051233,0.142854,0.153291,0.053751,0.081536,0.119613,0.052933,0.064805,0.030357,0.015857,0.025528,0.081178,0.177233,0.110435,0.077153,0.032124,0.022444,0.019578,0.019092,0.020367,0.027679,0.014367,0.01559,0.016697,0.030894,0.036663,5
0.398072,0.134026,0.201275,0.243801,0.303724,0.00726,0.244397,0.036451,0.034003,0.014296,0.079598,0.02127,0.040946,0.024158,0.00771,0.030227,0.080666,0.039528,0.019066,0.015373,0.007378,0.013077,0.02013,0.010024,0.004748,0.00586,0.018423,0.083586,0.053689,0.030253,0.011542,0.006914,0.006208,2
0.167644,0.234622,0.177611,0.219707,0.27093,0.374508,0.260617,0.06527,0.063314,0.064373,0.06717,0.055438,0.014009,0.008077,0.065515,0.114277,0.053967,0.009813,0.01025,0.007317,0.011582,0.004711,0.005105,0.003882,0.022917,0.065834,0.051687,0.013048,0.00593,0.003905,0.007867,0.004167,0.003936,4
0.329056,0.100236,0.223106,0.154811,0.006551,0.244645,0.188823,0.11873,0.079625,0.277423,0.126752,0.147938,0.040717,0.164994,0.3195,0.108557,0.057845,0.060321,0.046474,0.053158,0.02753,0.033083,0.082289,0.199082,0.198779,0.130216,0.062254,0.037094,0.021365,0.026657,0.019609,0.037487,0.05609,4
0.150007,0.218054,0.013328,0.199644,0.146836,0.248759,0.18542,0.055447,0.0388,0.111181,0.035176,0.027709,0.012082,0.047071,0.101008,0.03958,0.019216,0.014633,0.01235,0.011423,0.008597,0.008641,0.016968,0.047136,0.043641,0.02002,0.008519,0.009143,0.007617,0.009453,0.010164,0.013852,0.013691,4
0.543877,0.174298,0.272754,0.332458,0.411823,0.001496,0.363441,0.011513,0.141174,0.056312,0.029455,0.006589,0.286694,0.029822,0.028881,0.06394,0.021298,0.002449,0.005891,0.077986,0.30182,0.129527,0.027164,0.006271,0.004182,0.020464,0.002089,0.030333,0.026074,0.003696,0.021032,0.006971,0.004552,5
0.452424,0.145678,0.302124,0.205473,0.583579,0.341531,0.445766,0.008472,0.009113,0.014443,0.008826,0.037513,0.004533,0.051205,0.009019,0.004215,0.008237,0.065961,0.036881,0.014374,0.006132,0.011515,0.005821,0.007992,0.010306,0.006156,0.007082,0.006568,0.008286,0.023267,0.088976,0.080183,0.029672,0
0.402454,0.132436,0.271314,0.183165,0.303737,0.005959,0.247046,0.105721,0.102357,0.027964,0.21028,0.03657,0.094743,0.030483,0.010738,0.04726,0.197611,0.104833,0.035731,0.02995,0.017185,0.021162,0.022473,0.014289,0.009496,0.006446,0.019426,0.133936,0.129928,0.094955,0.039542,0.017109,0.009337,2
0.206616,0.282497,0.2134,0.260114,0.011511,0.325325,0.264269,0.041354,0.054138,0.045303,0.065289,0.074332,0.03957,0.052978,0.012824,0.019035,0.077355,0.145068,0.071209,0.03594,0.020555,0.01292,0.027039,0.05235,0.010994,0.009448,0.007629,0.020065,0.04737,0.128511,0.114722,0.04245,0.011691,0
0.25851,0.028486,0.182142,0.254183,0.185134,0.330681,0.253684,0.02573,0.044109,0.039229,0.030942,0.020152,0.035873,0.024473,0.016653,0.013404,0.010966,0.008763,0.011937,0.026404,0.035655,0.032491,0.021068,0.015283,0.011701,0.00844,0.006169,0.009303,0.009314,0.009706,0.010179,0.01166,0.010641,5
0.599305,0.194937,0.399365,0.275203,0.011708,0.540558,0.469739,0.007343,0.016903,0.013784,0.054155,0.003578,0.017872,0.102876,0.009332,0.014262,0.041061,0.012631,0.003463,0.006249,0.016909,0.148444,0.095999,0.035974,0.009396,0.005092,0.006218,0.027041,0.005047,0.010646,0.022917,0.008596,0.006655,3
0.019372,0.207598,0.049413,0.199516,0.066673,0.125018,0.118922,0.113497,0.076733,0.094001,0.074216,0.05162,0.034501,0.049724,0.052648,0.029459,0.02391,0.030791,0.024282,0.027769,0.01551,0.025804,0.035454,0.051576,0.040323,0.026888,0.024257,0.024378,0.020577,0.031653,0.027845,0.020719,0.01685,3
0.220528,0.303511,0.230518,0.276784,0.341696,0.477377,0.346198,0.025683,0.044252,0.079133,0.029422,0.118093,0.024988,0.073522,0.036156,0.005115,0.022732,0.127241,0.121179,0.07315,0.025253,0.017536,0.01013,0.011452,0.03756,0.012208,0.011986,0.01032,0.008614,0.028096,0.106819,0.113,0.056763,0
0.023585,0.400586,0.097553,0.270636,0.372773,0.357599,0.344446,0.107821,0.09586,0.066816,0.059291,0.023414,0.025053,0.0729,0.025086,0.017701,0.03517,0.017065,0.006271,0.01066,0.019148,0.073962,0.06546,0.037282,0.020559,0.012113,0.010484,0.015162,0.012718,0.021227,0.022545,0.009594,0.009672,1
0.254279,0.350651,0.265538,0.320545,0.001648,0.395919,0.346759,0.019693,0.167572,0.16496,0.029533,0.04421,0.181266,0.029844,0.090028,0.028522,0.009322,0.008364,0.043409,0.325335,0.182655,0.107884,0.027122,0.024108,0.054098,0.008309,0.022385,0.085948,0.010531,0.030881,0.016157,0.006902,0.008432,5
0.640391,0.210009,0.320529,0.390365,0.005446,0.574626,0.508606,0.027236,0.014104,0.071683,0.038156,0.029875,0.007315,0.091132,0.073138,0.010391,0.047189,0.035719,0.023053,0.005142,0.005691,0.014371,0.124209,0.16632,0.075058,0.029737,0.011798,0.009185,0.023577,0.009446,0.009262,0.047943,0.03297,3
0.325547,0.102307,0.219889,0.149697,0.248654,0.298494,0.197185,0.019093,0.013374,0.103166,0.020333,0.030186,0.006617,0.022072,0.106576,0.023475,0.010655,0.017981,0.009528,0.009314,0.006384,0.005994,0.012159,0.081693,0.078273,0.026235,0.008713,0.005739,0.006845,0.005428,0.00506,0.004415,0.011767,4
0.256409,0.35297,0.000302,0.325099,0.238474,0.40105,0.353207,0.014152,0.094173,0.075441,0.026733,0.024157,0.097616,0.026229,0.028985,0.0129,0.007797,0.008435,0.024944,0.099377,0.096853,0.070622,0.02167,0.015902,0.014392,0.007332,0.008384,0.014183,0.007729,0.013396,0.008676,0.013166,0.012144,5
0.218145,0.293423,0.225008,0.275521,0.006578,0.335824,0.281669,0.0194,0.023133,0.034435,0.021673,0.059379,0.013774,0.03917,0.016907,0.004579,0.019371,0.084796,0.059829,0.030157,0.012339,0.01176,0.007437,0.012239,0.015457,0.008717,0.006613,0.007717,0.01146,0.039049,0.074318,0.053449,0.020025,1
0.162561,0.230327,0.1708,0.2056,0.017205,0.007839,0.151186,0.211187,0.166143,0.34315,0.166125,0.110034,0.050982,0.083995,0.397362,0.27554,0.114681,0.067876,0.052715,0.09169,0.035757,0.043117,0.031379,0.066681,0.120971,0.112362,0.0603,0.051001,0.029142,0.039316,0.037435,0.032157,0.034769,0
0.562775,0.028288,0.092744,0.2594,0.340994,0.06602,0.282525,0.025663,0.027148,0.025548,0.021471,0.012635,0.042979,0.020498,0.014294,0.043407,0.010813,0.007674,0.007467,0.010149,0.046662,0.041802,0.013537,0.012884,0.007781,0.006469,0.008188,0.007748,0.011897,0.013851,0.009486,0.009512,0.008725,1
0.2693,0.365545,0.278628,0.336871,0.416022,0.017538,0.356256,0.007885,0.116446,0.03894,0.043123,0.007575,0.155937,0.043623,0.009285,0.041725,0.022851,0.00523,0.006369,0.037585,0.174267,0.141553,0.039335,0.009564,0.008155,0.014125,0.005021,0.009022,0.027785,0.009328,0.015197,0.009392,0.005275,3
0.328322,0.102849,0.223847,0.153829,0.253505,0.356721,0.245392,0.053034,0.033114,0.329866,0.047759,0.113935,0.007495,0.047398,0.39532,0.071242,0.047124,0.050798,0.017454,0.053072,0.02446,0.016781,0.018898,0.189932,0.277596,0.113568,0.018709,0.012271,0.031904,0.01565,0.010353,0.006813,0.024519,4
0.162814,0.221986,0.164884,0.205205,0.006567,0.249863,0.190617,0.142001,0.0931,0.199204,0.09027,0.075718,0.025255,0.097383,0.241116,0.108696,0.069927,0.042231,0.029457,0.049219,0.020271,0.016381,0.023863,0.054158,0.09499,0.059238,0.027004,0.017328,0.017612,0.019351,0.012538,0.017015,0.036815,4
0.274181,0.376303,0.283202,0.347738,0.422704,0.508923,0.378862,0.008662,0.059776,0.022248,0.057736,0.007531,0.067967,0.06012,0.008061,0.034817,0.019231,0.005364,0.005185,0.021313,0.083767,0.132172,0.054881,0.012484,0.011585,0.008514,0.011686,0.007225,0.024799,0.015445,0.008585,0.013748,0.006671,3
0.252996,0.342576,0.008298,0.237946,0.028344,0.309896,0.268138,0.028957,0.141638,0.133432,0.019568,0.048206,0.121186,0.018298,0.046158,0.013447,0.008343,0.011214,0.043774,0.164245,0.115105,0.061099,0.009803,0.009377,0.011328,0.007084,0.013524,0.01831,0.007125,0.008011,0.00887,0.009385,0.0176,1
