Att1,Att2,Att3,Att4,Att5,Att6,Att7,Att8,Att9,Att10,Att11,Att12,Att13,Att14,Att15,Att16,Att17,Att18,Att19,Att20,Att21,Att22,Att23,Att24,Att25,Att26,Att27,Att28,Att29,Att30,Att31,Att32,Att33,label
0.328992,0.132193,0.045888,0.007088,0.234116,0.173513,0.172717,0.155688,0.13279,0.128346,0.222615,0.160651,0.199846,0.092342,0.06713,0.122536,0.191675,0.173795,0.138238,0.102959,0.043424,0.039811,0.062682,0.053348,0.032034,0.034195,0.081588,0.218285,0.176194,0.26877,0.137954,0.087181,0.080964,0
0.210915,0.345602,0.247848,0.331945,0.00341,0.410416,0.361366,0.010052,0.05702,0.023459,0.012609,0.008274,0.104722,0.013611,0.013962,0.012385,0.009588,0.003029,0.00804,0.052631,0.107924,0.038878,0.021377,0.007203,0.004154,0.007784,0.002876,0.023773,0.012812,0.005956,0.007792,0.007309,0.006792,1
0.19679,0.321059,0.007732,0.228265,0.303555,0.38488,0.330507,0.051906,0.196855,0.156996,0.037564,0.143688,0.180456,0.032235,0.053809,0.030096,0.011633,0.035654,0.170946,0.298055,0.166572,0.074241,0.045581,0.029597,0.015988,0.017928,0.034192,0.026368,0.010353,0.018681,0.010484,0.028228,0.093764,5
0.136523,0.23705,0.171396,0.227279,0.153031,0.287122,0.16595,0.227523,0.194449,0.133827,0.201989,0.086538,0.06245,0.080195,0.138416,0.285503,0.168783,0.095151,0.062222,0.040902,0.039486,0.038756,0.056949,0.058697,0.064112,0.067469,0.108111,0.087731,0.030127,0.035568,0.030106,0.041392,0.049036,0
0.235344,0.086035,0.132156,0.172815,0.011269,0.222781,0.156506,0.086555,0.079331,0.077595,0.131466,0.035396,0.097852,0.211063,0.069166,0.044651,0.029603,0.041337,0.031137,0.027774,0.049222,0.122493,0.200754,0.082089,0.030714,0.00923,0.015656,0.019419,0.025821,0.075632,0.059846,0.047542,0.037923,4
0.227024,0.095155,0.181878,0.138716,0.12624,0.145709,0.067395,0.119418,0.13258,0.135794,0.15646,0.05806,0.126816,0.255482,0.122333,0.091228,0.061921,0.04278,0.055877,0.050656,0.072321,0.170467,0.25939,0.146614,0.07829,0.032916,0.026658,0.021388,0.022632,0.062886,0.059742,0.064104,0.072633,4
0.130266,0.213349,0.15418,0.205775,0.016416,0.254206,0.188364,0.037289,0.030234,0.06988,0.025555,0.042712,0.016416,0.035417,0.080298,0.03888,0.015663,0.024353,0.015929,0.025946,0.010356,0.009547,0.02417,0.050313,0.07117,0.026331,0.01009,0.011676,0.008269,0.012806,0.010422,0.015384,0.023369,4
0.209623,0.082176,0.121943,0.16575,0.201697,0.243718,0.149198,0.149329,0.302961,0.158783,0.157591,0.08981,0.475468,0.169819,0.09964,0.058174,0.111397,0.065733,0.056358,0.161327,0.241566,0.125022,0.085407,0.052518,0.062505,0.022372,0.024728,0.132414,0.140057,0.148611,0.042785,0.042083,0.042629,4
0.415367,0.155689,0.308971,0.006922,0.228637,0.459308,0.392645,0.034575,0.066279,0.048773,0.025,0.065862,0.05744,0.024193,0.078581,0.021512,0.007865,0.019709,0.080545,0.185018,0.053295,0.03175,0.032439,0.035959,0.015319,0.009568,0.026357,0.020508,0.008413,0.010159,0.008113,0.021299,0.079195,5
0.13077,0.214616,0.011234,0.155228,0.205044,0.254782,0.193891,0.038113,0.032205,0.066915,0.020881,0.028186,0.00644,0.011304,0.071642,0.046541,0.014692,0.009168,0.006667,0.012693,0.003709,0.003685,0.007652,0.024677,0.05336,0.021317,0.005311,0.005205,0.003997,0.007555,0.004697,0.006806,0.009526,4
0.255872,0.096122,0.144883,0.195779,0.243593,0.291683,0.192558,0.054183,0.011071,0.183497,0.070749,0.06845,0.005921,0.146465,0.18737,0.049942,0.015535,0.01063,0.063268,0.011778,0.008236,0.005665,0.133074,0.351114,0.186999,0.017159,0.005664,0.012449,0.005678,0.005633,0.00306,0.042808,0.134671,4
0.356904,0.56714,0.062237,0.200092,0.011702,0.3302,0.271244,0.022868,0.022857,0.014649,0.025876,0.038687,0.014527,0.050706,0.008316,0.006534,0.024612,0.133139,0.040515,0.016892,0.007496,0.02316,0.011288,0.043175,0.010163,0.007438,0.007169,0.010846,0.01455,0.171021,0.157232,0.097123,0.030401,1
0.210929,0.344866,0.247338,0.006761,0.324503,0.405755,0.355159,0.007069,0.049568,0.020191,0.009485,0.006453,0.063454,0.010484,0.006959,0.00661,0.00393,0.004442,0.006537,0.033919,0.060146,0.03407,0.016842,0.007535,0.005563,0.003755,0.004289,0.009984,0.004569,0.00637,0.005987,0.008212,0.009672,1
0.191455,0.308039,0.219805,0.022543,0.012344,0.291507,0.246217,0.014345,0.031133,0.046851,0.010797,0.073823,0.025939,0.013667,0.007226,0.003541,0.004903,0.016454,0.092985,0.06683,0.022026,0.006469,0.009393,0.007293,0.006341,0.011891,0.004086,0.006917,0.003585,0.007093,0.009063,0.026759,0.063875,5
0.446672,0.166307,0.336058,0.012245,0.24407,0.416819,0.362137,0.026638,0.130479,0.083579,0.05429,0.04548,0.265344,0.052195,0.045255,0.084746,0.016851,0.0096,0.039517,0.161315,0.273461,0.107661,0.083016,0.03352,0.020779,0.029243,0.007741,0.027938,0.01856,0.013559,0.012889,0.01718,0.02175,5
0.342012,0.12061,0.253255,0.188252,0.314048,0.374255,0.265809,0.089013,0.088783,0.015254,0.16938,0.039491,0.101899,0.049722,0.009244,0.045785,0.19594,0.143809,0.039989,0.025202,0.036683,0.01195,0.0592,0.017166,0.02161,0.007121,0.014165,0.079871,0.153089,0.265803,0.127298,0.046557,0.020081,1
0.373835,0.143892,0.282369,0.211753,0.421472,0.34714,0.303471,0.007378,0.011079,0.013614,0.007208,0.050417,0.009115,0.044733,0.008698,0.003475,0.00594,0.037139,0.056806,0.018287,0.007924,0.006486,0.017914,0.006416,0.018917,0.004671,0.006386,0.007439,0.006472,0.01957,0.044933,0.109337,0.077061,0
0.2375,0.087288,0.133737,0.182979,0.222933,0.270369,0.173142,0.033792,0.017506,0.028991,0.040456,0.006546,0.017529,0.085889,0.028187,0.013694,0.008492,0.01767,0.008984,0.006247,0.006389,0.034452,0.07564,0.034784,0.009016,0.005665,0.006903,0.004865,0.00385,0.017819,0.028435,0.025861,0.011433,4
0.18263,0.306105,0.215877,0.011507,0.286393,0.357127,0.301016,0.026626,0.039525,0.050761,0.01712,0.133597,0.023129,0.040992,0.013185,0.007506,0.011609,0.036787,0.15939,0.068379,0.019812,0.009017,0.019187,0.010251,0.016371,0.014549,0.005424,0.00769,0.0063,0.013115,0.018794,0.10231,0.159711,5
0.17789,0.293575,0.209169,0.277417,0.34075,0.58358,0.445175,0.007823,0.009536,0.026693,0.008292,0.106828,0.004836,0.05886,0.016132,0.002365,0.00728,0.116794,0.118359,0.038769,0.00772,0.010032,0.010664,0.011642,0.031176,0.004488,0.004945,0.00495,0.004169,0.026796,0.100937,0.134679,0.072953,0
0.270795,0.098231,0.15395,0.205942,0.308356,0.254807,0.206978,0.026594,0.016358,0.071229,0.016905,0.055913,0.007997,0.020877,0.101441,0.035035,0.012981,0.018962,0.014139,0.037825,0.008448,0.007858,0.013311,0.056495,0.101382,0.043968,0.014064,0.0074,0.006976,0.012059,0.008885,0.009183,0.028555,0
0.444426,0.167236,0.248435,0.33645,0.006249,0.410554,0.36112,0.011719,0.054859,0.029671,0.018435,0.011425,0.175047,0.019385,0.02285,0.04335,0.017615,0.003094,0.011766,0.08632,0.188503,0.044927,0.030017,0.01341,0.017462,0.022448,0.005265,0.030658,0.023403,0.006902,0.013856,0.009481,0.011183,1
0.210577,0.343341,0.242492,0.326505,0.001818,0.40157,0.35295,0.012559,0.087699,0.043383,0.020053,0.014498,0.128511,0.020252,0.025895,0.009812,0.005256,0.00478,0.015201,0.107098,0.121808,0.064988,0.031779,0.016278,0.015899,0.004857,0.00511,0.029264,0.006468,0.011474,0.008153,0.010771,0.014001,5
0.462808,0.014788,0.078079,0.089019,0.255603,0.325438,0.268719,0.091289,0.1239,0.097234,0.082308,0.079794,0.129067,0.092665,0.044803,0.07196,0.041522,0.044756,0.064761,0.095171,0.131884,0.128781,0.143113,0.093512,0.05413,0.028613,0.013277,0.017883,0.019879,0.043782,0.025979,0.025425,0.023923,5
0.196358,0.013618,0.155531,0.233321,0.304407,0.038487,0.258098,0.071888,0.113468,0.088903,0.036393,0.080642,0.102042,0.028261,0.043262,0.029629,0.011256,0.024333,0.082066,0.173116,0.092732,0.040267,0.032885,0.028499,0.020016,0.010571,0.025661,0.025424,0.01163,0.014368,0.012048,0.024667,0.041887,5
0.272547,0.107222,0.205458,0.156495,0.255352,0.30821,0.203587,0.026428,0.021117,0.070104,0.023696,0.071891,0.007966,0.011861,0.094599,0.045034,0.019637,0.030018,0.006261,0.01987,0.008005,0.006508,0.011608,0.058902,0.13417,0.064141,0.026755,0.00769,0.007562,0.013266,0.011807,0.009331,0.013539,4
0.206188,0.331901,0.236549,0.316508,0.390946,0.001309,0.341343,0.009305,0.294899,0.21924,0.016199,0.088378,0.326622,0.016576,0.116799,0.035907,0.00515,0.010112,0.097346,0.530563,0.305636,0.116008,0.026675,0.015277,0.024051,0.003993,0.047221,0.035068,0.005374,0.021176,0.007464,0.010781,0.029786,5
0.150199,0.250526,0.178384,0.24278,0.297888,0.017283,0.234238,0.072438,0.069074,0.014914,0.102202,0.021803,0.046642,0.015207,0.008708,0.058883,0.0923,0.046903,0.023043,0.018804,0.004798,0.028544,0.019055,0.017808,0.006839,0.004954,0.027664,0.097217,0.048093,0.024744,0.0064,0.008204,0.022311,2
0.182112,0.014658,0.139335,0.292687,0.211876,0.357127,0.304908,0.061935,0.081882,0.079627,0.02913,0.126952,0.043677,0.037262,0.019835,0.008068,0.011816,0.065855,0.154285,0.099685,0.03804,0.018154,0.032705,0.013881,0.024431,0.015214,0.007943,0.011326,0.004908,0.013802,0.033854,0.09889,0.097783,5
0.386619,0.166035,0.061923,0.007511,0.293112,0.216679,0.231377,0.051576,0.0635,0.039189,0.046349,0.123533,0.04757,0.086202,0.038825,0.025238,0.023411,0.07623,0.172072,0.06421,0.036721,0.029752,0.041145,0.047407,0.029467,0.022974,0.013599,0.015951,0.013518,0.042626,0.075573,0.159207,0.266854,5
0.195273,0.328877,0.232009,0.001999,0.303956,0.384317,0.334715,0.042553,0.248452,0.247963,0.032102,0.286787,0.261847,0.038996,0.11838,0.088922,0.012662,0.079395,0.346414,0.595078,0.247117,0.107565,0.061042,0.04625,0.038886,0.026993,0.113621,0.048701,0.020013,0.027791,0.020788,0.047944,0.198219,5
0.420205,0.164951,0.237824,0.321705,0.001721,0.394779,0.346357,0.017997,0.164701,0.133134,0.036415,0.096194,0.224449,0.039278,0.159716,0.034664,0.006854,0.012699,0.106312,0.49085,0.211819,0.105605,0.061039,0.028106,0.059471,0.0056,0.034339,0.058905,0.008363,0.031044,0.011956,0.011021,0.052037,5
0.403101,0.155207,0.226627,0.305013,0.373445,0.449359,0.328438,0.003647,0.065357,0.085488,0.004024,0.15104,0.069439,0.019204,0.077263,0.016371,0.002438,0.014593,0.198081,0.23362,0.064545,0.01175,0.013854,0.042935,0.004807,0.019291,0.021148,0.006065,0.007565,0.006814,0.006336,0.036365,0.255387,1
0.208096,0.339827,0.241829,0.006939,0.314963,0.395105,0.342745,0.007217,0.092731,0.050146,0.009402,0.013047,0.102533,0.009152,0.018673,0.007503,0.003348,0.003089,0.013566,0.107662,0.098262,0.042943,0.01463,0.00674,0.008424,0.002414,0.005407,0.01507,0.004162,0.005887,0.003209,0.005168,0.008089,5
0.256653,0.424242,0.045916,0.149635,0.244734,0.293888,0.194055,0.032705,0.029893,0.109971,0.061461,0.048546,0.022421,0.067544,0.109925,0.031109,0.021557,0.03,0.032739,0.020338,0.016525,0.017849,0.087116,0.261893,0.155107,0.024892,0.018661,0.019991,0.015026,0.017044,0.011417,0.012847,0.047294,4
0.059875,0.120196,0.110718,0.150416,0.184572,0.162875,0.111186,0.102224,0.079789,0.05975,0.064808,0.068815,0.031775,0.02853,0.018699,0.018487,0.019505,0.021259,0.022824,0.016739,0.009702,0.009802,0.015764,0.015038,0.012633,0.009848,0.010897,0.011248,0.007345,0.011408,0.007702,0.008728,0.008554,0
0.198666,0.4952,0.15409,0.31414,0.384552,0.540477,0.404042,0.003793,0.067115,0.062834,0.004195,0.028084,0.070085,0.004631,0.021725,0.025822,0.002284,0.004701,0.033079,0.142218,0.065403,0.016666,0.015093,0.01207,0.01151,0.004059,0.035205,0.009508,0.008652,0.008546,0.004007,0.00513,0.016051,1
0.389971,0.152246,0.297392,0.000387,0.217518,0.363567,0.315604,0.01152,0.022877,0.031444,0.007772,0.113973,0.019484,0.034505,0.014999,0.004551,0.005486,0.020644,0.142408,0.054747,0.016552,0.008977,0.009119,0.016282,0.006903,0.01028,0.004155,0.012593,0.005145,0.009276,0.014085,0.077958,0.218222,5
0.146813,0.23878,0.172429,0.232066,0.006745,0.341702,0.274474,0.172604,0.163494,0.045182,0.182734,0.087487,0.080245,0.019167,0.039425,0.346862,0.162251,0.079874,0.039883,0.023667,0.050748,0.085369,0.039879,0.028616,0.020719,0.072905,0.206438,0.183776,0.042728,0.044574,0.022019,0.044374,0.038138,0
0.137297,0.228361,0.161308,0.221122,0.27091,0.325664,0.221681,0.074681,0.071525,0.047061,0.070232,0.080101,0.018311,0.006497,0.054159,0.140127,0.061105,0.023078,0.021074,0.012403,0.014998,0.008649,0.0116,0.00706,0.035672,0.089707,0.072823,0.024942,0.007437,0.009542,0.013292,0.009133,0.007169,4
0.105243,0.17744,0.170261,0.127248,0.017564,0.210526,0.142251,0.127152,0.159291,0.115447,0.095843,0.077102,0.19158,0.16265,0.100645,0.062198,0.039745,0.039321,0.041182,0.038157,0.088239,0.093465,0.09746,0.043423,0.049067,0.021266,0.017297,0.021757,0.037988,0.061574,0.035224,0.030445,0.045966,0
0.123811,0.213137,0.153835,0.205583,0.254149,0.3041,0.203653,0.102267,0.062232,0.170344,0.0611,0.06582,0.01405,0.06159,0.202579,0.114385,0.051287,0.032335,0.020373,0.041671,0.015128,0.007545,0.020097,0.099992,0.141838,0.044454,0.01398,0.009873,0.01427,0.015634,0.007944,0.010536,0.036135,4
0.445705,0.165899,0.011836,0.001817,0.324628,0.033045,0.279776,0.053537,0.071083,0.045052,0.033827,0.029002,0.076951,0.025648,0.02074,0.026936,0.015228,0.014683,0.024616,0.049454,0.071143,0.032243,0.029366,0.020752,0.019142,0.012199,0.008017,0.011221,0.011018,0.016981,0.014193,0.017547,0.022946,5
0.120898,0.203641,0.147714,0.198121,0.292272,0.242904,0.192246,0.068288,0.012681,0.159949,0.031615,0.054971,0.005705,0.104919,0.166694,0.071176,0.018797,0.014308,0.071634,0.017048,0.013246,0.004356,0.058532,0.191904,0.085474,0.015586,0.010025,0.027891,0.009462,0.014429,0.003785,0.026832,0.159993,4
0.264548,0.097716,0.149053,0.19967,0.244559,0.006778,0.185808,0.043107,0.023582,0.110063,0.034717,0.050618,0.007605,0.052635,0.119887,0.040675,0.020349,0.014885,0.029291,0.020373,0.009251,0.005405,0.041763,0.16053,0.125297,0.027262,0.006815,0.011382,0.00971,0.007635,0.005338,0.014968,0.060889,4
0.046337,0.141252,0.137333,0.111967,0.200719,0.151686,0.114563,0.101375,0.088904,0.080524,0.069356,0.097054,0.043736,0.048355,0.031013,0.025995,0.027037,0.063024,0.062203,0.036167,0.016516,0.016959,0.021548,0.022088,0.015978,0.009823,0.012173,0.014835,0.008441,0.017009,0.033289,0.035312,0.023467,1
0.211734,0.011284,0.165657,0.243164,0.255114,0.319938,0.263565,0.056805,0.092953,0.051446,0.048108,0.037955,0.106098,0.043441,0.019667,0.021593,0.006799,0.010642,0.033902,0.072016,0.097392,0.0785,0.066376,0.028736,0.017061,0.006685,0.007228,0.013432,0.00645,0.011001,0.008398,0.010435,0.017383,5
0.167925,0.285703,0.204259,0.276086,0.336651,0.006819,0.283707,0.056348,0.069832,0.068788,0.05662,0.148452,0.028736,0.05882,0.017693,0.009129,0.047555,0.211524,0.163275,0.09123,0.026272,0.016866,0.011025,0.041523,0.031097,0.008574,0.008365,0.005686,0.01163,0.068774,0.125851,0.12504,0.06351,5
0.148126,0.238671,0.00699,0.172175,0.226744,0.281884,0.224827,0.093339,0.080391,0.026527,0.074636,0.038888,0.029466,0.009416,0.024431,0.121273,0.064524,0.03889,0.019981,0.013167,0.017105,0.016489,0.013806,0.010656,0.013708,0.033971,0.087893,0.076133,0.017338,0.011183,0.008173,0.017792,0.01307,2
0.103442,0.175677,0.123044,0.167183,0.207087,0.292209,0.188666,0.088339,0.087351,0.043909,0.038814,0.022042,0.117215,0.09976,0.043239,0.018702,0.025187,0.017903,0.017779,0.01581,0.042163,0.034496,0.031503,0.021791,0.020148,0.008788,0.006822,0.019505,0.029724,0.043357,0.017335,0.015773,0.022376,0
0.294937,0.354564,0.05193,0.223209,0.330358,0.275632,0.225377,0.037807,0.036045,0.024365,0.037931,0.104815,0.046561,0.004924,0.028088,0.155512,0.033076,0.01748,0.043206,0.007499,0.045263,0.007606,0.013143,0.007466,0.02727,0.142919,0.132036,0.051219,0.007496,0.008274,0.01831,0.011482,0.016971,2
0.017119,0.121005,0.117826,0.183132,0.237965,0.298449,0.242297,0.079711,0.068626,0.024057,0.068876,0.017324,0.036843,0.012276,0.005222,0.02633,0.058443,0.031979,0.010293,0.013448,0.005509,0.009394,0.013845,0.008658,0.005519,0.004051,0.017043,0.057487,0.03569,0.025658,0.00878,0.007178,0.009798,0
0.404967,0.1543,0.007251,0.227702,0.29928,0.449673,0.382897,0.028843,0.051585,0.053848,0.012869,0.079316,0.039455,0.01065,0.049901,0.014202,0.003419,0.01303,0.100846,0.128216,0.035567,0.011445,0.011041,0.032448,0.007084,0.013468,0.015697,0.006012,0.005266,0.007466,0.005755,0.016889,0.106342,5
0.22116,0.353011,0.248728,0.336617,0.411806,0.006531,0.359823,0.019418,0.31402,0.159505,0.152,0.048959,0.413422,0.164171,0.026572,0.057852,0.059195,0.012762,0.052453,0.256993,0.46012,0.336838,0.270027,0.055489,0.028666,0.041544,0.010714,0.083634,0.076592,0.019084,0.053538,0.031324,0.02226,5
0.238091,0.282434,0.040367,0.178102,0.006201,0.221452,0.161209,0.022637,0.020252,0.017571,0.049055,0.008644,0.02131,0.070764,0.014621,0.012241,0.007431,0.026531,0.012486,0.007561,0.009587,0.041566,0.078653,0.043161,0.010911,0.008833,0.006134,0.004523,0.00726,0.041137,0.042821,0.029843,0.01303,0
0.191272,0.307549,0.220213,0.298037,0.006261,0.363304,0.310905,0.013613,0.046698,0.088323,0.006706,0.140967,0.041514,0.023978,0.011521,0.005054,0.003485,0.024805,0.186865,0.131715,0.037562,0.011396,0.013144,0.011938,0.008286,0.022028,0.005893,0.009937,0.003916,0.005618,0.00904,0.05822,0.13231,5
0.297829,0.115571,0.225939,0.168079,0.278119,0.335287,0.228368,0.023237,0.023657,0.006731,0.024651,0.046605,0.02286,0.004145,0.007404,0.09827,0.021581,0.010621,0.01911,0.003918,0.023409,0.005201,0.018131,0.005852,0.006607,0.056117,0.087022,0.049807,0.00492,0.009086,0.00784,0.023629,0.008333,0
0.177824,0.285103,0.20482,0.277097,0.341214,0.016968,0.278843,0.027939,0.037131,0.032835,0.033514,0.094275,0.025937,0.04766,0.023642,0.010369,0.027706,0.133883,0.104129,0.038384,0.019519,0.016256,0.017538,0.042205,0.040924,0.010308,0.011943,0.009185,0.015587,0.069339,0.11847,0.09992,0.071787,0
0.151958,0.26016,0.193381,0.265423,0.319313,0.238305,0.20278,0.155529,0.159202,0.034289,0.207295,0.101902,0.085179,0.04588,0.017041,0.091348,0.202705,0.177834,0.104984,0.048535,0.020249,0.032291,0.052058,0.053927,0.025936,0.012995,0.030333,0.091339,0.089383,0.124176,0.061455,0.038101,0.027982,1
0.198082,0.326725,0.23141,0.310274,0.380227,0.011664,0.323949,0.009072,0.114491,0.112528,0.006598,0.065936,0.115831,0.006654,0.066007,0.024667,0.001887,0.005756,0.0748,0.260465,0.107832,0.022173,0.016801,0.014814,0.004099,0.0033,0.032307,0.004184,0.007446,0.004957,0.002723,0.00694,0.04581,5
0.434406,0.166983,0.247019,0.326773,0.400348,0.012015,0.345165,0.008095,0.069329,0.034637,0.016656,0.017741,0.172779,0.017553,0.054357,0.025952,0.01028,0.005562,0.020033,0.138616,0.169765,0.049836,0.026669,0.016222,0.015731,0.004967,0.007626,0.034037,0.012429,0.014102,0.007682,0.008829,0.015484,5
0.193525,0.036917,0.148594,0.001403,0.217605,0.297171,0.260503,0.03801,0.066009,0.076988,0.027121,0.082764,0.044444,0.01549,0.014214,0.011197,0.007485,0.018892,0.094294,0.089279,0.036406,0.011949,0.01255,0.011776,0.007816,0.014232,0.00764,0.006294,0.004025,0.006513,0.007861,0.022894,0.060309,5
0.301509,0.116443,0.231639,0.172623,0.345965,0.28721,0.239628,0.025814,0.025494,0.007018,0.033971,0.029729,0.01385,0.002454,0.007438,0.089135,0.029823,0.010204,0.009985,0.012026,0.004483,0.004755,0.004201,0.004306,0.007773,0.03386,0.094213,0.082742,0.013348,0.005809,0.004275,0.005803,0.0076,0
0.198711,0.330702,0.006023,0.237238,0.309359,0.389516,0.338046,0.026896,0.052051,0.039031,0.006591,0.019648,0.044192,0.005932,0.028655,0.006734,0.002823,0.00462,0.021398,0.095748,0.040561,0.013075,0.008201,0.006591,0.006657,0.00345,0.008834,0.005895,0.003268,0.007946,0.005259,0.005709,0.013997,5
0.237915,0.08743,0.133456,0.228073,0.178567,0.269893,0.172826,0.148544,0.05703,0.125434,0.163007,0.014136,0.058043,0.374793,0.122856,0.065997,0.018777,0.093469,0.03271,0.023831,0.010561,0.14814,0.303358,0.136502,0.03055,0.022024,0.039567,0.012,0.003735,0.066859,0.159258,0.091664,0.024116,4
0.196296,0.321904,0.231627,0.309762,0.017229,0.378728,0.319601,0.011537,0.058,0.066159,0.010373,0.050048,0.05787,0.009959,0.027524,0.013328,0.004412,0.009341,0.059229,0.131148,0.053826,0.013531,0.019258,0.012988,0.008554,0.007191,0.016872,0.009943,0.00943,0.011113,0.007524,0.015566,0.040497,5
0.445117,0.167503,0.335522,0.24941,0.012335,0.41187,0.357789,0.005057,0.057162,0.024154,0.010956,0.008372,0.112575,0.011324,0.011736,0.024016,0.007399,0.003835,0.009047,0.046926,0.115867,0.042235,0.018328,0.009921,0.006662,0.014039,0.003514,0.012455,0.00956,0.006499,0.00669,0.006765,0.00883,1
0.115042,0.190112,0.137231,0.183875,0.226582,0.271184,0.173054,0.52279,0.131164,0.471608,0.217808,0.059822,0.123123,0.887486,0.464071,0.139761,0.053047,0.107709,0.052823,0.024495,0.006359,0.133501,0.423949,0.20443,0.029869,0.009812,0.035634,0.022845,0.006549,0.031425,0.186112,0.227609,0.103997,4
0.18981,0.297906,0.21552,0.288348,0.006571,0.356826,0.301787,0.018911,0.034826,0.067203,0.012416,0.144497,0.025611,0.057548,0.016323,0.00539,0.008128,0.057109,0.17289,0.095044,0.021961,0.011173,0.017692,0.013821,0.019625,0.013651,0.006274,0.006781,0.003882,0.015758,0.045333,0.134927,0.148139,5
